repo,proof,backend,result,exit_code,wall_time_s,max_rss_kb
mlkem-native,shake128x4_absorb_once,sat_minisat,SUCCESS,0,0.29,38580
mlkem-native,shake128x4_squeezeblocks,smt,SUCCESS,0,0.41,44364
mlkem-native,shake128x4_squeezeblocks,sat_cadical,SUCCESS,0,0.41,82024
mlkem-native,shake128x4_squeezeblocks,sat_minisat,SUCCESS,0,0.29,44756
mlkem-native,shake256,smt,SUCCESS,0,0.32,30760
mlkem-native,shake256,sat_cadical,SUCCESS,0,0.36,90604
mlkem-native,shake256,sat_minisat,SUCCESS,0,0.39,45540
mlkem-native,shake256x4,smt,SUCCESS,0,4.77,117440
mlkem-native,shake256x4,sat_cadical,SUCCESS,0,81.6,270696
mlkem-native,shake256x4,sat_minisat,SUCCESS,0,244.71,231456
mlkem-native,sys_check_capability,smt,SUCCESS,0,0.05,19900
mlkem-native,sys_check_capability,sat_cadical,SUCCESS,0,0.05,20960
mlkem-native,sys_check_capability,sat_minisat,SUCCESS,0,0.05,20516
mlkem-native,value_barrier_i32,smt,SUCCESS,0,0.12,24332
mlkem-native,value_barrier_i32,sat_cadical,SUCCESS,0,0.11,35112
mlkem-native,value_barrier_i32,sat_minisat,SUCCESS,0,0.11,28604
mlkem-native,value_barrier_u32,smt,SUCCESS,0,0.12,24348
mlkem-native,value_barrier_u32,sat_cadical,SUCCESS,0,0.11,34888
mlkem-native,value_barrier_u32,sat_minisat,SUCCESS,0,0.11,28296
mlkem-native,value_barrier_u8,smt,SUCCESS,0,0.14,23984
mlkem-native,value_barrier_u8,sat_cadical,SUCCESS,0,0.13,47556
mlkem-native,value_barrier_u8,sat_minisat,SUCCESS,0,0.11,28828
